Arquivo,ID_Cenario,ID_Regra,Resultado,Evidencia,Executor,Testado_Em
10-MINHA-LISTA.md,CT-RN-LISTA-062-F,RN-LISTA-062,FAIL,Keywords (0/2): [],,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-063-F,RN-LISTA-063,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-064-F,RN-LISTA-064,FAIL,Keywords (0/3): [],,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-065-F,RN-LISTA-065,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-066-F,RN-LISTA-066,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-070-F,RN-LISTA-070,PASS,"Ausência esperada; termos monitorados: Toast pedindo login, ação  conclui",,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-071-F,RN-LISTA-071,BLOQUEADO,Requer sessão autenticada; runner anônimo em produção.,,2026-09-22T19:44:07Z
10-MINHA-LISTA.md,CT-RN-LISTA-072-F,RN-LISTA-072,PASS,"Ausência esperada; termos monitorados: Acompanhando, “Acompanhando” oferecido para anime e série, para filme/jogo da mesma forma",,2026-09-22T19:44:07Z
08-MODAIS.md,CT-RN-MODAL-001-F,RN-MODAL-001,PASS,"Ausência esperada; termos monitorados: Overlay e conteúdo aparecem, tipos  suportados  abrem modal",,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-002-F,RN-MODAL-002,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-003-F,RN-MODAL-003,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-004-F,RN-MODAL-004,PASS,Ausência esperada; termos monitorados: raramente tela de erro se  houver nenhum dado,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-005-F,RN-MODAL-005,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-006-F,RN-MODAL-006,PASS,Ausência esperada; termos monitorados: A página atrás  rola (scroll bloqueado),,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-007-F,RN-MODAL-007,FAIL,Keywords (0/1): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-008-F,RN-MODAL-008,FAIL,Keywords (0/1): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-009-F,RN-MODAL-009,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-010-F,RN-MODAL-010,PASS,"Ausência esperada; termos monitorados: Botão de editar visível, alterna para formulários de curadoria, visitante/usuário comum  vê editar",,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-011-F,RN-MODAL-011,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-012-F,RN-MODAL-012,FAIL,Keywords (0/1): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-013-F,RN-MODAL-013,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-020-F,RN-MODAL-020,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-021-F,RN-MODAL-021,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-022-F,RN-MODAL-022,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-023-F,RN-MODAL-023,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-024-F,RN-MODAL-024,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-025-F,RN-MODAL-025,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-026-F,RN-MODAL-026,PASS,Ausência esperada; termos monitorados: Botão visível só enquanto a estreia ainda  passou,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-030-F,RN-MODAL-030,PASS,"Ausência esperada; termos monitorados: Abre modal de avaliação, desabilitado se a obra ainda  lançou",,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-031-F,RN-MODAL-031,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-032-F,RN-MODAL-032,PASS,"Ausência esperada; termos monitorados: Opções do tipo gostei / amei /  gostei, campo de texto opcional",,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-033-F,RN-MODAL-033,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-040-F,RN-MODAL-040,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-041-F,RN-MODAL-041,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-042-F,RN-MODAL-042,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-043-F,RN-MODAL-043,PASS,"Ausência esperada; termos monitorados: Prioriza trailer oficial, se primeiro trailer, se outro vídeo",,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-044-F,RN-MODAL-044,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-045-F,RN-MODAL-045,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-050-F,RN-MODAL-050,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-051-F,RN-MODAL-051,FAIL,Keywords (0/1): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-052-F,RN-MODAL-052,PASS,Ausência esperada; termos monitorados: calendário pode existir por outros fluxos conforme produto,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-053-F,RN-MODAL-053,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-060-F,RN-MODAL-060,PASS,"Ausência esperada; termos monitorados: Texto limpo, ( informado), se ausente, “( informado)”",,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-061-F,RN-MODAL-061,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-062-F,RN-MODAL-062,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-063-F,RN-MODAL-063,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-064-F,RN-MODAL-064,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-070-F,RN-MODAL-070,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-071-F,RN-MODAL-071,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-072-F,RN-MODAL-072,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-080-F,RN-MODAL-080,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-081-F,RN-MODAL-081,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-082-F,RN-MODAL-082,FAIL,Keywords (0/2): [],,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-090-F,RN-MODAL-090,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-091-F,RN-MODAL-091,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:02Z
08-MODAIS.md,CT-RN-MODAL-092-F,RN-MODAL-092,PASS,"Ausência esperada; termos monitorados: Continuação, Aba padrão “Continuação” se houver sequência, Universo",,2026-09-22T19:44:02Z
12-OUTRAS-TELAS.md,CT-RN-PERS-001-F,RN-PERS-001,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PERS-002-F,RN-PERS-002,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PERS-003-F,RN-PERS-003,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PERS-004-F,RN-PERS-004,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PERS-005-F,RN-PERS-005,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PERS-006-F,RN-PERS-006,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PERS-007-F,RN-PERS-007,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PERS-008-F,RN-PERS-008,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PREM-001-F,RN-PREM-001,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PREM-002-F,RN-PREM-002,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PREM-003-F,RN-PREM-003,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PREM-004-F,RN-PREM-004,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PREM-005-F,RN-PREM-005,FAIL,Keywords (0/2): [],,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PREM-006-F,RN-PREM-006,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PREM-007-F,RN-PREM-007,FAIL,Keywords (0/3): [],,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PREM-008-F,RN-PREM-008,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:44:07Z
12-OUTRAS-TELAS.md,CT-RN-PREM-009-F,RN-PREM-009,FAIL,Keywords (0/1): [],,2026-09-22T19:44:07Z
06-PROMOCOES.md,CT-RN-PROMO-001-F,RN-PROMO-001,FAIL,Keywords (0/3): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-002-F,RN-PROMO-002,FAIL,Keywords (0/2): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-003-F,RN-PROMO-003,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-004-F,RN-PROMO-004,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-005-F,RN-PROMO-005,PASS,"Ausência esperada; termos monitorados: Promoções carrega ao selecionar aba, Grátis pode  ter sido buscado ainda",,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-006-F,RN-PROMO-006,FAIL,Keywords (0/2): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-007-F,RN-PROMO-007,FAIL,Keywords (0/2): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-008-F,RN-PROMO-008,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-009-F,RN-PROMO-009,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-010-F,RN-PROMO-010,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-011-F,RN-PROMO-011,FAIL,Keywords (0/2): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-012-F,RN-PROMO-012,FAIL,Keywords (0/2): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-013-F,RN-PROMO-013,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-014-F,RN-PROMO-014,FAIL,Keywords (0/2): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-015-F,RN-PROMO-015,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-016-F,RN-PROMO-016,FAIL,Keywords (0/2): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-017-F,RN-PROMO-017,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-018-F,RN-PROMO-018,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-019-F,RN-PROMO-019,FAIL,Keywords (0/2): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-020-F,RN-PROMO-020,FAIL,Keywords (0/2): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-021-F,RN-PROMO-021,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-022-F,RN-PROMO-022,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-023-F,RN-PROMO-023,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-024-F,RN-PROMO-024,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-025-F,RN-PROMO-025,FAIL,Keywords (0/2): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-026-F,RN-PROMO-026,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-027-F,RN-PROMO-027,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-028-F,RN-PROMO-028,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-029-F,RN-PROMO-029,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-030-F,RN-PROMO-030,FAIL,Keywords (0/2): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-031-F,RN-PROMO-031,PASS,"Ausência esperada; termos monitorados: Não foi possível carregar promoções e jogos grátis, + Tentar novamente",,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-032-F,RN-PROMO-032,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-033-F,RN-PROMO-033,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-034-F,RN-PROMO-034,FAIL,Keywords (0/1): [],,2026-09-22T19:43:59Z
06-PROMOCOES.md,CT-RN-PROMO-035-F,RN-PROMO-035,FAIL,Keywords (0/2): [],,2026-09-22T19:43:59Z
03-SERIES.md,CT-RN-SERIES-001-F,RN-SERIES-001,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-002-F,RN-SERIES-002,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-003-F,RN-SERIES-003,FAIL,Keywords (0/3): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-004-F,RN-SERIES-004,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-005-F,RN-SERIES-005,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-006-F,RN-SERIES-006,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-007-F,RN-SERIES-007,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-008-F,RN-SERIES-008,FAIL,Keywords (0/2): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-009-F,RN-SERIES-009,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-010-F,RN-SERIES-010,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-011-F,RN-SERIES-011,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-012-F,RN-SERIES-012,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-013-F,RN-SERIES-013,FAIL,Keywords (0/2): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-014-F,RN-SERIES-014,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-015-F,RN-SERIES-015,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-016-F,RN-SERIES-016,PASS,Smoke: página renderizada; sem keywords — validação superficial.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-017-F,RN-SERIES-017,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-018-F,RN-SERIES-018,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-019-F,RN-SERIES-019,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-020-F,RN-SERIES-020,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-021-F,RN-SERIES-021,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-022-F,RN-SERIES-022,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-023-F,RN-SERIES-023,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-024-F,RN-SERIES-024,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-025-F,RN-SERIES-025,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-026-F,RN-SERIES-026,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-027-F,RN-SERIES-027,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-028-F,RN-SERIES-028,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-029-F,RN-SERIES-029,FAIL,Keywords (0/2): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-030-F,RN-SERIES-030,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-031-F,RN-SERIES-031,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-032-F,RN-SERIES-032,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-033-F,RN-SERIES-033,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-034-F,RN-SERIES-034,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-035-F,RN-SERIES-035,FAIL,Keywords (0/2): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-036-F,RN-SERIES-036,PASS,Ausência esperada; termos monitorados: ,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-037-F,RN-SERIES-037,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-038-F,RN-SERIES-038,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-039-F,RN-SERIES-039,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-040-F,RN-SERIES-040,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-041-F,RN-SERIES-041,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-042-F,RN-SERIES-042,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-043-F,RN-SERIES-043,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-044-F,RN-SERIES-044,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-045-F,RN-SERIES-045,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-046-F,RN-SERIES-046,FAIL,Keywords (0/2): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-047-F,RN-SERIES-047,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-048-F,RN-SERIES-048,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-049-F,RN-SERIES-049,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-050-F,RN-SERIES-050,PASS,"Ausência esperada; termos monitorados: Home  lista tudo, Séries lista muito mais via filtros",,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-051-F,RN-SERIES-051,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-052-F,RN-SERIES-052,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-053-F,RN-SERIES-053,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-054-F,RN-SERIES-054,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-055-F,RN-SERIES-055,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-056-F,RN-SERIES-056,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-057-F,RN-SERIES-057,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-058-F,RN-SERIES-058,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-059-F,RN-SERIES-059,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-060-F,RN-SERIES-060,FAIL,Keywords (0/2): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-061-F,RN-SERIES-061,FAIL,Keywords (0/1): [],,2026-09-22T19:43:50Z
03-SERIES.md,CT-RN-SERIES-062-F,RN-SERIES-062,BLOQUEADO,Regra depende de dado específico no catálogo; smoke anônimo não confirmou texto — QA manual com pré-condição.,,2026-09-22T19:43:50Z
