ID_Cenario,ID_Regra,Nome_Regra,Tela,Arquivo_Inventario,QA_Executor,Data_Execucao,Conta_QA,Veredito_Humano,Evidencia,TL_Validado,Observacao
CT-RN-JOGOS-026-F,RN-JOGOS-026,Semana e métrica (modo completo),Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-027-F,RN-JOGOS-027,Modo compacto na aba Promoções,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-028-F,RN-JOGOS-028,Erro ao carregar,Jogos,05-JOGOS.md,,,,,,,
CT-RN-JOGOS-029-F,RN-JOGOS-029,Conteúdo estável por sessão,Jogos,05-JOGOS.md,,,,,,,
CT-RN-LISTA-001-F,RN-LISTA-001,Rotas exigem login,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-002-F,RN-LISTA-002,Camada de UX,Minha lista,10-MINHA-LISTA.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Passos CSV pendentes; smoke rota relacionada OK.
CT-RN-LISTA-010-F,RN-LISTA-010,Quatro tipos de mídia,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-011-F,RN-LISTA-011,“Em breve”,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-012-F,RN-LISTA-012,Mensagem orientadora,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-020-F,RN-LISTA-020,Abas Catálogo vs Fila,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-021-F,RN-LISTA-021,Animes fora da barra,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-030-F,RN-LISTA-030,Exige login na tela,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-031-F,RN-LISTA-031,Carregar lista pessoal,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-032-F,RN-LISTA-032,Filtro por status,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-033-F,RN-LISTA-033,Filtro por tipo,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-034-F,RN-LISTA-034,Itens ocultos,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-035-F,RN-LISTA-035,Status ao vivo,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-036-F,RN-LISTA-036,Aviso de itens faltantes,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-037-F,RN-LISTA-037,Listas vazias,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-040-F,RN-LISTA-040,Visitante,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-041-F,RN-LISTA-041,Carregar ao abrir,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-042-F,RN-LISTA-042,Última sincronização,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-043-F,RN-LISTA-043,Ações da barra,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-044-F,RN-LISTA-044,Banners informativos,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-045-F,RN-LISTA-045,Painel da extensão,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-046-F,RN-LISTA-046,Filtros da watchlist,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-047-F,RN-LISTA-047,Lista vazia orientada,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-048-F,RN-LISTA-048,Remover item,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-049-F,RN-LISTA-049,Editar progresso,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-050-F,RN-LISTA-050,Feedback de sync/import,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-051-F,RN-LISTA-051,Modo offline,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-052-F,RN-LISTA-052,Backup antigo,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-053-F,RN-LISTA-053,Adicionar do catálogo,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-060-F,RN-LISTA-060,Exige login,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-061-F,RN-LISTA-061,Ordem da fila,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-062-F,RN-LISTA-062,Estados especiais,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-063-F,RN-LISTA-063,Dicas de catálogo CR,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-064-F,RN-LISTA-064,Trilha de áudio,Minha lista,10-MINHA-LISTA.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Passos CSV pendentes; smoke rota relacionada OK.
CT-RN-LISTA-065-F,RN-LISTA-065,Abrir detalhe,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-066-F,RN-LISTA-066,Ajuda extensão,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-070-F,RN-LISTA-070,Login para interagir,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-071-F,RN-LISTA-071,Significado dos status,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-LISTA-072-F,RN-LISTA-072,Acompanhando só anime/série,Minha lista,10-MINHA-LISTA.md,,,,,,,
CT-RN-MODAL-001-F,RN-MODAL-001,Só abre com mídia válida,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-002-F,RN-MODAL-002,Fechar ao mudar de página,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-003-F,RN-MODAL-003,Detalhes ao abrir,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-004-F,RN-MODAL-004,Falha ao buscar detalhes,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-005-F,RN-MODAL-005,Botão voltar do navegador,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-006-F,RN-MODAL-006,Rolagem da página de fundo,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-007-F,RN-MODAL-007,Clique fora fecha,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,PASS,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Clique fora (backdrop inferior) fecha modal; falso FAIL robô 22/09 (link Filmes).
CT-RN-MODAL-008-F,RN-MODAL-008,Tecla Esc fecha,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,PASS,evidencias/CT-RN-MODAL-001-F/probe.json,,Esc fecha SuperModal; role=dialog em prod (#155). Falso FAIL robô 22/09.
CT-RN-MODAL-009-F,RN-MODAL-009,Premiações no topo,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-010-F,RN-MODAL-010,Modo edição (administrador),Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-011-F,RN-MODAL-011,Conteúdo por tipo,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-012-F,RN-MODAL-012,Carregando detalhes,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-013-F,RN-MODAL-013,Busca fecha ao abrir detalhe,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-020-F,RN-MODAL-020,Exige login,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-021-F,RN-MODAL-021,Opções por tipo,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-022-F,RN-MODAL-022,Lembretes semanais (anime/série),Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-023-F,RN-MODAL-023,Estreia sem data,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-024-F,RN-MODAL-024,Ingresso de cinema,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-025-F,RN-MODAL-025,Confirmação de salvamento,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-026-F,RN-MODAL-026,Botão calendário em filme futuro,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-030-F,RN-MODAL-030,Abrir pelo card,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-031-F,RN-MODAL-031,Marca como assistido/jogado,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-032-F,RN-MODAL-032,Campos da avaliação,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-033-F,RN-MODAL-033,Login obrigatório,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-040-F,RN-MODAL-040,Título e pôster,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-041-F,RN-MODAL-041,Onde assistir,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-042-F,RN-MODAL-042,Ingresso,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-043-F,RN-MODAL-043,Trailer,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-044-F,RN-MODAL-044,Elenco → página da pessoa,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-045-F,RN-MODAL-045,Continuações no filme,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-050-F,RN-MODAL-050,Onde assistir,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-051-F,RN-MODAL-051,Elenco → pessoa,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-052-F,RN-MODAL-052,Calendário na série,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-053-F,RN-MODAL-053,Continuações,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-060-F,RN-MODAL-060,Sinopse legível,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-061-F,RN-MODAL-061,Fixar na semana,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-062-F,RN-MODAL-062,Plataformas,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-063-F,RN-MODAL-063,Personagem e dublador,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-064-F,RN-MODAL-064,Rankings,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-070-F,RN-MODAL-070,Requisitos de PC,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-071-F,RN-MODAL-071,Desenvolvedora,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-072-F,RN-MODAL-072,Preço Steam,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-080-F,RN-MODAL-080,Salvar alterações de filme,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-081-F,RN-MODAL-081,Cancelar edição,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-082-F,RN-MODAL-082,Tipos editáveis,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-090-F,RN-MODAL-090,Carregar sob demanda,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-091-F,RN-MODAL-091,Ocultar se vazio,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-MODAL-092-F,RN-MODAL-092,Abas dinâmicas,Modais,08-MODAIS.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-MODAL-001-F/modal-filmes-dialog.png,,Falso FAIL robô 22/09 (clique link Filmes). Prod: card+/filmes abre dialog. Passos CSV pendentes.
CT-RN-PERS-001-F,RN-PERS-001,Carregar créditos,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PERS-002-F,RN-PERS-002,Erro e loading,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PERS-003-F,RN-PERS-003,Perfil resumido,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PERS-004-F,RN-PERS-004,Filmografia,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PERS-005-F,RN-PERS-005,Abrir detalhe da obra,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PERS-006-F,RN-PERS-006,Voltar para busca,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PERS-007-F,RN-PERS-007,Voltar para modal,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PERS-008-F,RN-PERS-008,Voltar genérico,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PREM-001-F,RN-PREM-001,Modo destaque inicial,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PREM-002-F,RN-PREM-002,Modo filtrado,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PREM-003-F,RN-PREM-003,Opções de filtro,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PREM-004-F,RN-PREM-004,Reset de página,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PREM-005-F,RN-PREM-005,Seções por tipo,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PREM-006-F,RN-PREM-006,Ver todos da premiação,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PREM-007-F,RN-PREM-007,Paginação,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PREM-008-F,RN-PREM-008,Cards interativos,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PREM-009-F,RN-PREM-009,Nenhum resultado,Outras telas,12-OUTRAS-TELAS.md,,,,,,,
CT-RN-PROMO-001-F,RN-PROMO-001,Aba pela URL,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-002-F,RN-PROMO-002,Shell da página,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-003-F,RN-PROMO-003,Três abas,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-004-F,RN-PROMO-004,Em Alta sem ofertas de loja,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-005-F,RN-PROMO-005,Carregar sob demanda,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-006-F,RN-PROMO-006,Várias lojas — grátis,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-007-F,RN-PROMO-007,Várias lojas — promo pagas,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-008-F,RN-PROMO-008,Catálogo Orbe na Steam,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-009-F,RN-PROMO-009,Atualização periódica,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-010-F,RN-PROMO-010,Alerta de fontes indisponíveis,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-011-F,RN-PROMO-011,Sem detalhes técnicos internos,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-012-F,RN-PROMO-012,Conteúdo da aba Grátis,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-013-F,RN-PROMO-013,Paginação de promoções pagas,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-014-F,RN-PROMO-014,Preços em reais,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-015-F,RN-PROMO-015,Temporário vs permanente,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-016-F,RN-PROMO-016,Ordenação padrão grátis,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-017-F,RN-PROMO-017,Filtro por plataforma/loja,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-018-F,RN-PROMO-018,Busca por título,Promoções,06-PROMOCOES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Passos CSV pendentes; smoke rota relacionada OK.
CT-RN-PROMO-019-F,RN-PROMO-019,Destaques itch.io e EA App,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-020-F,RN-PROMO-020,Agrupamento por loja,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-021-F,RN-PROMO-021,Contador na aba Grátis,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-022-F,RN-PROMO-022,Vazio grátis,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-023-F,RN-PROMO-023,Ordenação padrão promo,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-024-F,RN-PROMO-024,Faixa catálogo Steam,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-025-F,RN-PROMO-025,Carregar mais,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-026-F,RN-PROMO-026,Contador aba Promoções,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-027-F,RN-PROMO-027,Wishlist Steam (em breve),Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-028-F,RN-PROMO-028,Em Alta embutido,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-029-F,RN-PROMO-029,Bookmark antigo,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-030-F,RN-PROMO-030,Atualizar agora,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-031-F,RN-PROMO-031,Erro global de ofertas,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-032-F,RN-PROMO-032,Skeleton inicial,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-PROMO-033-F,RN-PROMO-033,Banner de degradação,Promoções,06-PROMOCOES.md,,,,,,,
