Pacote,Camada_Testagem,ID_Regra,Nome_Regra,Arquivo_Inventario,Tela_Resumo,ID_Cenario,Titulo_Cenario,Objetivo,Tipo_Testagem,Pre_condicoes_TestE,Passos,Resultado_Esperado,Dados_Conta_Ambiente,Impedimentos_Conhecidos,Status_Elaboracao,QA_Autor,Data_Elaboracao,TL_Auditoria,TL_Comentario,TL_Data,Exploratorio_Validado
camadas-v1,Negativo,RN-JOGOS-011,Gaveta O que vem aí,05-JOGOS.md,Jogos,CT-RN-JOGOS-011-N,Negativo: Gaveta O que vem aí — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-JOGOS-011, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Resumo com **próximos jogos**.,"1. Abrir o site e navegar até **Jogos**.
2. Montar pré-condição **oposta** à do caminho feliz: Resumo com **próximos jogos**..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-011,Gaveta O que vem aí,05-JOGOS.md,Jogos,CT-RN-JOGOS-011-E,Exploratório: Gaveta O que vem aí — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-011 após o caminho feliz.,Exploratório guiado,Resumo com **próximos jogos**.,"**Charter (15 min)** — área: **Jogos** · regra: Gaveta O que vem aí.
**Contexto:** Próximos lançamentos de jogos em carrossel.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-012,Gaveta Eventos recentes,05-JOGOS.md,Jogos,CT-RN-JOGOS-012-F,Feliz: Gaveta Eventos recentes,Caminho principal que confirma a regra RN-JOGOS-012 (Gaveta Eventos recentes).,Funcional manual,Resumo com **eventos recentes**.,"1. Abrir o site e navegar até **Jogos**.
2. Ambiente com eventos no resumo.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Seção **Eventos recentes** com cards de evento empilhados.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-012,Gaveta Eventos recentes,05-JOGOS.md,Jogos,CT-RN-JOGOS-012-N,Negativo: Gaveta Eventos recentes — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-JOGOS-012, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Resumo com **eventos recentes**.,"1. Abrir o site e navegar até **Jogos**.
2. Montar pré-condição **oposta** à do caminho feliz: Resumo com **eventos recentes**..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-012,Gaveta Eventos recentes,05-JOGOS.md,Jogos,CT-RN-JOGOS-012-E,Exploratório: Gaveta Eventos recentes — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-012 após o caminho feliz.,Exploratório guiado,Resumo com **eventos recentes**.,"**Charter (15 min)** — área: **Jogos** · regra: Gaveta Eventos recentes.
**Contexto:** Destaques de eventos de games (ex.: State of Play, Nintendo Direct).
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-013,"Loading, contador e vazio",05-JOGOS.md,Jogos,CT-RN-JOGOS-013-F,"Feliz: Loading, contador e vazio","Caminho principal que confirma a regra RN-JOGOS-013 (Loading, contador e vazio).",Funcional manual,Filtro vazio ou OK.,"1. Abrir o site e navegar até **Jogos**.
2. Filtro impossível e amplo.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Comportamento igual padrão Animes.,Homologação/produção; usuário **logado**,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-013,"Loading, contador e vazio",05-JOGOS.md,Jogos,CT-RN-JOGOS-013-N,"Negativo: Loading, contador e vazio — degradação sem quebra","Verificar que, sem a condição da regra RN-JOGOS-013, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Filtro vazio ou OK.,"1. Abrir o site e navegar até **Jogos** com catálogo/API indisponível ou vazio (conforme pré-condição).
2. Aguardar carregamento e interagir com a área afetada.
3. Confirmar estado vazio, mensagem amigável ou retry — sem tela branca.",Comportamento igual padrão Animes.,Homologação/produção; usuário **não** logado (inverso do feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-013,"Loading, contador e vazio",05-JOGOS.md,Jogos,CT-RN-JOGOS-013-E,"Exploratório: Loading, contador e vazio — charter de risco na tela",Charter exploratório ligado à regra RN-JOGOS-013 após o caminho feliz.,Exploratório guiado,Filtro vazio ou OK.,"**Charter (15 min)** — área: **Jogos** · regra: Loading, contador e vazio.
**Contexto:** Spinner ao filtrar; contador = quantidade na grade; empty **Nenhum jogo encontrado**.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; usuário **logado**,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-014,Atualização após sync,05-JOGOS.md,Jogos,CT-RN-JOGOS-014-F,Feliz: Atualização após sync,Caminho principal que confirma a regra RN-JOGOS-014 (Atualização após sync).,Funcional manual,Sync em andamento.,"1. Abrir o site e navegar até **Jogos**.
2. Manter Jogos aberta.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Cards mudam sem F5.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-014,Atualização após sync,05-JOGOS.md,Jogos,CT-RN-JOGOS-014-N,Negativo: Atualização após sync — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-JOGOS-014, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Sync em andamento.,"1. Abrir o site e navegar até **Jogos**.
2. Montar pré-condição **oposta** à do caminho feliz: Sync em andamento..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-014,Atualização após sync,05-JOGOS.md,Jogos,CT-RN-JOGOS-014-E,Exploratório: Atualização após sync — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-014 após o caminho feliz.,Exploratório guiado,Sync em andamento.,"**Charter (15 min)** — área: **Jogos** · regra: Atualização após sync.
**Contexto:** Sync pode atualizar grade com página aberta.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-015,Opções de filtro,05-JOGOS.md,Jogos,CT-RN-JOGOS-015-F,Feliz: Opções de filtro,Caminho principal que confirma a regra RN-JOGOS-015 (Opções de filtro).,Funcional manual,Catálogo variado.,"1. Abrir o site e navegar até **Jogos**.
2. Abrir cada select.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Menus populados coerentemente.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-015,Opções de filtro,05-JOGOS.md,Jogos,CT-RN-JOGOS-015-N,Negativo: Opções de filtro — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-JOGOS-015, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Catálogo variado.,"1. Abrir o site e navegar até **Jogos**.
2. Montar pré-condição **oposta** à do caminho feliz: Catálogo variado..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-015,Opções de filtro,05-JOGOS.md,Jogos,CT-RN-JOGOS-015-E,Exploratório: Opções de filtro — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-015 após o caminho feliz.,Exploratório guiado,Catálogo variado.,"**Charter (15 min)** — área: **Jogos** · regra: Opções de filtro.
**Contexto:** Gêneros, plataformas, modos e anos refletem jogos cadastrados; anos decrescentes.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-016,Preço Steam no detalhe/card,05-JOGOS.md,Jogos,CT-RN-JOGOS-016-F,Feliz: Preço Steam no detalhe/card,Caminho principal que confirma a regra RN-JOGOS-016 (Preço Steam no detalhe/card).,Funcional manual,Jogo com Steam cadastrado.,"1. Abrir o site e navegar até **Jogos**.
2. Abrir jogo Steam conhecido.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Preço BRL ou indicador de carregamento no detalhe/card conforme produto.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-016,Preço Steam no detalhe/card,05-JOGOS.md,Jogos,CT-RN-JOGOS-016-N,Negativo: Preço Steam no detalhe/card — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-JOGOS-016, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Jogo com Steam cadastrado.,"1. Abrir o site e navegar até **Jogos**.
2. Montar pré-condição **oposta** à do caminho feliz: Jogo com Steam cadastrado..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-016,Preço Steam no detalhe/card,05-JOGOS.md,Jogos,CT-RN-JOGOS-016-E,Exploratório: Preço Steam no detalhe/card — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-016 após o caminho feliz.,Exploratório guiado,Jogo com Steam cadastrado.,"**Charter (15 min)** — área: **Jogos** · regra: Preço Steam no detalhe/card.
**Contexto:** Quando o jogo tem página na Steam, preço em reais pode aparecer após carregar (não instantâneo na grade).
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-017,Redirect para Promoções,05-JOGOS.md,Jogos,CT-RN-JOGOS-017-F,Feliz: Redirect para Promoções,Caminho principal que confirma a regra RN-JOGOS-017 (Redirect para Promoções).,Funcional manual,Usuário acessa **/jogos-em-alta**.,"1. Abrir o site e navegar até **Jogos**.
2. Digitar URL legada.
3. Confirmar na tela o **resultado feliz** descrito na regra.","Navegador vai para **Promoções**, aba **Em Alta**.",Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-017,Redirect para Promoções,05-JOGOS.md,Jogos,CT-RN-JOGOS-017-N,Negativo: Redirect para Promoções — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-JOGOS-017, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Usuário acessa **/jogos-em-alta**.,"1. Abrir o site e navegar até **Jogos**.
2. Montar pré-condição **oposta** à do caminho feliz: Usuário acessa **/jogos-em-alta**..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-017,Redirect para Promoções,05-JOGOS.md,Jogos,CT-RN-JOGOS-017-E,Exploratório: Redirect para Promoções — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-017 após o caminho feliz.,Exploratório guiado,Usuário acessa **/jogos-em-alta**.,"**Charter (15 min)** — área: **Jogos** · regra: Redirect para Promoções.
**Contexto:** URL antiga não tem conteúdo próprio.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-018,Menu do site,05-JOGOS.md,Jogos,CT-RN-JOGOS-018-F,Feliz: Menu do site,Caminho principal que confirma a regra RN-JOGOS-018 (Menu do site).,Funcional manual,Menu visível.,"1. Abrir o site e navegar até **Jogos**.
2. Clicar item de menu.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Clique abre Promoções na aba Em Alta.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-018,Menu do site,05-JOGOS.md,Jogos,CT-RN-JOGOS-018-N,Negativo: Menu do site — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-JOGOS-018, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Menu visível.,"1. Abrir o site e navegar até **Jogos**.
2. Montar pré-condição **oposta** à do caminho feliz: Menu visível..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-018,Menu do site,05-JOGOS.md,Jogos,CT-RN-JOGOS-018-E,Exploratório: Menu do site — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-018 após o caminho feliz.,Exploratório guiado,Menu visível.,"**Charter (15 min)** — área: **Jogos** · regra: Menu do site.
**Contexto:** Atalho **Jogos em Alta** no cabeçalho/rodapé aponta para o mesmo destino.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-019,Quem entra no ranking,05-JOGOS.md,Jogos,CT-RN-JOGOS-019-F,Feliz: Quem entra no ranking,Caminho principal que confirma a regra RN-JOGOS-019 (Quem entra no ranking).,Funcional manual,Jogo lançado há meses sem destaque.,"1. Abrir o site e navegar até **Jogos**.
2. Comparar jogo antigo vs lançamento recente.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Ausente do **Top da Semana**.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-019,Quem entra no ranking,05-JOGOS.md,Jogos,CT-RN-JOGOS-019-N,Negativo: Quem entra no ranking — título que deve ficar de fora,"Verificar que, sem a condição da regra RN-JOGOS-019, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Jogo lançado há meses sem destaque.,"1. Abrir o site e navegar até **Jogos**.
2. Localizar ou preparar título/dado que **não** atende aos critérios da regra.
3. Buscar o título na listagem/carrossel/seção.
4. Confirmar ausência ou não destaque conforme a regra.",Item marginal **não** exibido (ou não destacado) como no caminho feliz.,Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-019,Quem entra no ranking,05-JOGOS.md,Jogos,CT-RN-JOGOS-019-E,Exploratório: Quem entra no ranking — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-019 após o caminho feliz.,Exploratório guiado,Jogo lançado há meses sem destaque.,"**Charter (15 min)** — área: **Jogos** · regra: Quem entra no ranking.
**Contexto:** Destaques semanais priorizam jogos recentes ou com hype/nota mínima; jogos antigos sem interesse ficam de fora.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-020,Top da Semana,05-JOGOS.md,Jogos,CT-RN-JOGOS-020-F,Feliz: Top da Semana,Caminho principal que confirma a regra RN-JOGOS-020 (Top da Semana).,Funcional manual,Pool de destaques não vazio.,"1. Abrir o site e navegar até **Jogos**.
2. Contar cards e badges.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Seção **Top da Semana** aberta por padrão.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-020,Top da Semana,05-JOGOS.md,Jogos,CT-RN-JOGOS-020-N,Negativo: Top da Semana — degradação sem quebra,"Verificar que, sem a condição da regra RN-JOGOS-020, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Pool de destaques não vazio.,"1. Abrir o site e navegar até **Jogos** com catálogo/API indisponível ou vazio (conforme pré-condição).
2. Aguardar carregamento e interagir com a área afetada.
3. Confirmar estado vazio, mensagem amigável ou retry — sem tela branca.",Seção **Top da Semana** aberta por padrão.,Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-020,Top da Semana,05-JOGOS.md,Jogos,CT-RN-JOGOS-020-E,Exploratório: Top da Semana — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-020 após o caminho feliz.,Exploratório guiado,Pool de destaques não vazio.,"**Charter (15 min)** — área: **Jogos** · regra: Top da Semana.
**Contexto:** Até **12** jogos em grade; os **três primeiros** com badge **#1**, **#2**, **#3**.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-021,Mais jogados na Steam,05-JOGOS.md,Jogos,CT-RN-JOGOS-021-F,Feliz: Mais jogados na Steam,Caminho principal que confirma a regra RN-JOGOS-021 (Mais jogados na Steam).,Funcional manual,Jogos Steam com pico de jogadores.,"1. Abrir o site e navegar até **Jogos**.
2. Ambiente com dados Steam.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Seção **Mais jogados na Steam** com carrossel.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-JOGOS-021,Mais jogados na Steam,05-JOGOS.md,Jogos,CT-RN-JOGOS-021-N,Negativo: Mais jogados na Steam — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-JOGOS-021, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Jogos Steam com pico de jogadores.,"1. Abrir o site e navegar até **Jogos**.
2. Montar pré-condição **oposta** à do caminho feliz: Jogos Steam com pico de jogadores..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-JOGOS-021,Mais jogados na Steam,05-JOGOS.md,Jogos,CT-RN-JOGOS-021-E,Exploratório: Mais jogados na Steam — charter de risco na tela,Charter exploratório ligado à regra RN-JOGOS-021 após o caminho feliz.,Exploratório guiado,Jogos Steam com pico de jogadores.,"**Charter (15 min)** — área: **Jogos** · regra: Mais jogados na Steam.
**Contexto:** Faixa horizontal só se houver dados de jogadores simultâneos.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-JOGOS-022,Promoções Steam (dados),05-JOGOS.md,Jogos,CT-RN-JOGOS-022-F,Feliz: Promoções Steam (dados),Caminho principal que confirma a regra RN-JOGOS-022 (Promoções Steam (dados)).,Funcional manual,Jogos com desconto alto na Steam.,"1. Abrir o site e navegar até **Jogos**.
2. Comparar jogo em promo Steam entre abas.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Verificar ofertas na aba **Promoções** / carrossel catálogo Steam.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
